Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Course,Chrome 70.0.3538.77,,2018-11-03 09:32:42,2018-11-03 09:39:15,6m - 33.383s,PASSED
,,,,,,
Test Cases/Course/AddCourse,Chrome 70.0.3538.77,,2018-11-03 09:32:43,2018-11-03 09:33:06,22.985s,PASSED
callTestCase,Chrome 70.0.3538.77,,2018-11-03 09:32:43,2018-11-03 09:32:51,7.463s,PASSED
click,Chrome 70.0.3538.77,,2018-11-03 09:32:51,2018-11-03 09:32:56,5.306s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-03 09:32:56,2018-11-03 09:32:58,2.008s,PASSED
click,Chrome 70.0.3538.77,,2018-11-03 09:32:58,2018-11-03 09:32:58,0.149s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-03 09:32:58,2018-11-03 09:33:00,2.002s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-03 09:33:00,2018-11-03 09:33:01,0.747s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-03 09:33:01,2018-11-03 09:33:03,2.001s,PASSED
selectOptionByValue,Chrome 70.0.3538.77,,2018-11-03 09:33:03,2018-11-03 09:33:03,0.268s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-03 09:33:03,2018-11-03 09:33:05,2.001s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 70.0.3538.77,,2018-11-03 09:33:05,2018-11-03 09:33:05,0.015s,PASSED
Statement - js = driver,Chrome 70.0.3538.77,,2018-11-03 09:33:05,2018-11-03 09:33:05,0.051s,PASSED
"Statement - js.executeScript(""CKEDITOR.instances[""GioiThieuKhoaHoc""].setData(""<p>testContent</p>"")"")",Chrome 70.0.3538.77,,2018-11-03 09:33:05,2018-11-03 09:33:05,0.080s,PASSED
click,Chrome 70.0.3538.77,,2018-11-03 09:33:05,2018-11-03 09:33:06,0.238s,PASSED
,,,,,,
Test Cases/Course/GoToContent,Chrome 70.0.3538.77,,2018-11-03 09:33:06,2018-11-03 09:33:16,10.107s,PASSED
Statement - java.lang.Thread.sleep(4000),Chrome 70.0.3538.77,,2018-11-03 09:33:06,2018-11-03 09:33:10,4.002s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-03 09:33:10,2018-11-03 09:33:10,0.546s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-03 09:33:10,2018-11-03 09:33:12,2.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-03 09:33:12,2018-11-03 09:33:14,1.241s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-03 09:33:14,2018-11-03 09:33:16,2.000s,PASSED
,,,,,,
Test Cases/Course/Manage Content/Section/AddChuyenDe,Chrome 70.0.3538.77,,2018-11-03 09:33:16,2018-11-03 09:33:27,11.723s,PASSED
Statement - java.lang.Thread.sleep(5000),Chrome 70.0.3538.77,,2018-11-03 09:33:16,2018-11-03 09:33:21,5.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-03 09:33:21,2018-11-03 09:33:21,0.097s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-03 09:33:21,2018-11-03 09:33:23,2.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-03 09:33:23,2018-11-03 09:33:23,0.102s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-03 09:33:23,2018-11-03 09:33:25,2.001s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-03 09:33:25,2018-11-03 09:33:25,0.231s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-03 09:33:25,2018-11-03 09:33:27,2.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-03 09:33:27,2018-11-03 09:33:27,0.100s,PASSED
,,,,,,
Test Cases/Course/Manage Content/Document/AddDocument,Chrome 70.0.3538.77,,2018-11-03 09:33:27,2018-11-03 09:33:45,18.084s,PASSED
Statement - java.lang.Thread.sleep(5000),Chrome 70.0.3538.77,,2018-11-03 09:33:28,2018-11-03 09:33:33,5.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-03 09:33:33,2018-11-03 09:33:33,0.098s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-03 09:33:33,2018-11-03 09:33:35,2.000s,PASSED
click,Chrome 70.0.3538.77,,2018-11-03 09:33:35,2018-11-03 09:33:36,1.240s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-03 09:33:36,2018-11-03 09:33:38,2.001s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-03 09:33:38,2018-11-03 09:33:38,0.243s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-03 09:33:38,2018-11-03 09:33:40,2.002s,PASSED
uploadFile,Chrome 70.0.3538.77,,2018-11-03 09:33:40,2018-11-03 09:33:40,0.101s,PASSED
Statement - java.lang.Thread.sleep(5000),Chrome 70.0.3538.77,,2018-11-03 09:33:40,2018-11-03 09:33:45,5.002s,PASSED
click,Chrome 70.0.3538.77,,2018-11-03 09:33:45,2018-11-03 09:33:45,0.108s,PASSED
,,,,,,
Test Cases/Course/Manage Content/Document/AddDocumentWithQuestion,Chrome 70.0.3538.77,,2018-11-03 09:33:45,2018-11-03 09:34:24,38.428s,PASSED
Statement - java.lang.Thread.sleep(5000),Chrome 70.0.3538.77,,2018-11-03 09:33:46,2018-11-03 09:33:51,5.003s,PASSED
click,Chrome 70.0.3538.77,,2018-11-03 09:33:51,2018-11-03 09:33:51,0.106s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-03 09:33:51,2018-11-03 09:33:53,2.002s,PASSED
click,Chrome 70.0.3538.77,,2018-11-03 09:33:53,2018-11-03 09:33:54,1.220s,PASSED
