Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Message,Chrome 71.0.3578.98,,2018-12-15 12:59:42,2018-12-15 13:03:18,3m - 35.935s,FAILED
,,,,,,
Test Cases/Message/SendMessageForAllUser,Chrome 71.0.3578.98,,2018-12-15 12:59:43,2018-12-15 13:00:24,41.875s,PASSED
callTestCase,Chrome 71.0.3578.98,,2018-12-15 12:59:43,2018-12-15 13:00:00,17.360s,PASSED
click,Chrome 71.0.3578.98,,2018-12-15 13:00:00,2018-12-15 13:00:02,1.755s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.98,,2018-12-15 13:00:02,2018-12-15 13:00:05,3.001s,PASSED
switchToWindowIndex,Chrome 71.0.3578.98,,2018-12-15 13:00:05,2018-12-15 13:00:05,0.014s,PASSED
Statement - title = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 71.0.3578.98,,2018-12-15 13:00:05,2018-12-15 13:00:05,0.011s,PASSED
verifyMatch,Chrome 71.0.3578.98,,2018-12-15 13:00:05,2018-12-15 13:00:05,0.003s,PASSED
click,Chrome 71.0.3578.98,,2018-12-15 13:00:05,2018-12-15 13:00:06,0.286s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 13:00:06,2018-12-15 13:00:08,2.000s,PASSED
click,Chrome 71.0.3578.98,,2018-12-15 13:00:08,2018-12-15 13:00:08,0.104s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 13:00:08,2018-12-15 13:00:10,2.001s,PASSED
setText,Chrome 71.0.3578.98,,2018-12-15 13:00:10,2018-12-15 13:00:10,0.345s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 13:00:10,2018-12-15 13:00:12,2.002s,PASSED
setText,Chrome 71.0.3578.98,,2018-12-15 13:00:12,2018-12-15 13:00:12,0.327s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 13:00:12,2018-12-15 13:00:14,2.001s,PASSED
uploadFile,Chrome 71.0.3578.98,,2018-12-15 13:00:14,2018-12-15 13:00:14,0.084s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.98,,2018-12-15 13:00:14,2018-12-15 13:00:17,3.001s,PASSED
click,Chrome 71.0.3578.98,,2018-12-15 13:00:17,2018-12-15 13:00:18,0.102s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 13:00:18,2018-12-15 13:00:20,2.003s,PASSED
setText,Chrome 71.0.3578.98,,2018-12-15 13:00:20,2018-12-15 13:00:20,0.716s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 13:00:20,2018-12-15 13:00:22,2.002s,PASSED
verifyTextPresent,Chrome 71.0.3578.98,,2018-12-15 13:00:22,2018-12-15 13:00:22,0.183s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 13:00:22,2018-12-15 13:00:24,2.001s,PASSED
,,,,,,
Test Cases/Message/SendMessageForBranch,Chrome 71.0.3578.98,,2018-12-15 13:00:24,2018-12-15 13:00:51,26.914s,PASSED
click,Chrome 71.0.3578.98,,2018-12-15 13:00:25,2018-12-15 13:00:26,1.081s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.98,,2018-12-15 13:00:26,2018-12-15 13:00:29,3.001s,PASSED
switchToWindowIndex,Chrome 71.0.3578.98,,2018-12-15 13:00:29,2018-12-15 13:00:29,0.019s,PASSED
Statement - title = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 71.0.3578.98,,2018-12-15 13:00:29,2018-12-15 13:00:29,0.033s,PASSED
verifyMatch,Chrome 71.0.3578.98,,2018-12-15 13:00:29,2018-12-15 13:00:29,0.002s,PASSED
click,Chrome 71.0.3578.98,,2018-12-15 13:00:29,2018-12-15 13:00:29,0.371s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 13:00:29,2018-12-15 13:00:31,2.002s,PASSED
setText,Chrome 71.0.3578.98,,2018-12-15 13:00:31,2018-12-15 13:00:32,0.409s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 13:00:32,2018-12-15 13:00:34,2.001s,PASSED
click,Chrome 71.0.3578.98,,2018-12-15 13:00:34,2018-12-15 13:00:35,1.023s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 13:00:35,2018-12-15 13:00:37,2.001s,PASSED
setText,Chrome 71.0.3578.98,,2018-12-15 13:00:37,2018-12-15 13:00:37,0.338s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 13:00:37,2018-12-15 13:00:39,2.001s,PASSED
setText,Chrome 71.0.3578.98,,2018-12-15 13:00:39,2018-12-15 13:00:39,0.318s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 13:00:39,2018-12-15 13:00:41,2.001s,PASSED
uploadFile,Chrome 71.0.3578.98,,2018-12-15 13:00:41,2018-12-15 13:00:42,0.069s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.98,,2018-12-15 13:00:42,2018-12-15 13:00:45,3.000s,PASSED
click,Chrome 71.0.3578.98,,2018-12-15 13:00:45,2018-12-15 13:00:45,0.110s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 13:00:45,2018-12-15 13:00:47,2.001s,PASSED
setText,Chrome 71.0.3578.98,,2018-12-15 13:00:47,2018-12-15 13:00:47,0.505s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 13:00:47,2018-12-15 13:00:49,2.002s,PASSED
verifyTextPresent,Chrome 71.0.3578.98,,2018-12-15 13:00:49,2018-12-15 13:00:49,0.195s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 13:00:49,2018-12-15 13:00:51,2.000s,PASSED
,,,,,,
