Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Exam,Chrome 71.0.3578.80,,2018-12-12 13:41:38,2018-12-12 13:46:36,4m - 57.811s,FAILED
,,,,,,
Test Cases/Examination/AddExam,Chrome 71.0.3578.80,,2018-12-12 13:41:39,2018-12-12 13:42:12,32.369s,PASSED
callTestCase,Chrome 71.0.3578.80,,2018-12-12 13:41:40,2018-12-12 13:41:48,7.984s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:41:48,2018-12-12 13:41:54,6.713s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:41:54,2018-12-12 13:41:56,2.009s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:41:56,2018-12-12 13:41:58,1.830s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:41:58,2018-12-12 13:42:00,2.002s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-12 13:42:00,2018-12-12 13:42:01,0.403s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:01,2018-12-12 13:42:03,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:42:03,2018-12-12 13:42:03,0.113s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:03,2018-12-12 13:42:05,2.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:42:05,2018-12-12 13:42:05,0.151s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:05,2018-12-12 13:42:07,2.002s,PASSED
acceptAlert,Chrome 71.0.3578.80,,2018-12-12 13:42:07,2018-12-12 13:42:07,0.033s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:07,2018-12-12 13:42:09,2.001s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-12 13:42:09,2018-12-12 13:42:09,0.425s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:09,2018-12-12 13:42:11,2.000s,PASSED
verifyTextPresent,Chrome 71.0.3578.80,,2018-12-12 13:42:11,2018-12-12 13:42:12,0.111s,PASSED
,,,,,,
Test Cases/Examination/EditExam,Chrome 71.0.3578.80,,2018-12-12 13:42:12,2018-12-12 13:43:24,1m - 12.407s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:42:12,2018-12-12 13:42:14,2.317s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:14,2018-12-12 13:42:16,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:42:16,2018-12-12 13:42:18,1.712s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:18,2018-12-12 13:42:20,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:42:20,2018-12-12 13:42:20,0.152s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:20,2018-12-12 13:42:22,2.000s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-12 13:42:22,2018-12-12 13:42:22,0.248s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:22,2018-12-12 13:42:24,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:42:24,2018-12-12 13:42:24,0.105s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:24,2018-12-12 13:42:26,2.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:42:26,2018-12-12 13:42:26,0.142s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:26,2018-12-12 13:42:28,2.009s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-12 13:42:28,2018-12-12 13:42:30,1.135s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:30,2018-12-12 13:42:32,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:42:32,2018-12-12 13:42:32,0.113s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:32,2018-12-12 13:42:34,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:42:34,2018-12-12 13:42:34,0.142s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:34,2018-12-12 13:42:36,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:42:36,2018-12-12 13:42:36,0.136s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:36,2018-12-12 13:42:38,2.001s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-12 13:42:38,2018-12-12 13:42:38,0.423s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:42:38,2018-12-12 13:42:41,3.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:42:41,2018-12-12 13:42:42,0.127s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:42,2018-12-12 13:42:44,2.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:42:44,2018-12-12 13:42:44,0.131s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:44,2018-12-12 13:42:46,2.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:42:46,2018-12-12 13:42:46,0.125s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:46,2018-12-12 13:42:48,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:42:48,2018-12-12 13:42:48,0.104s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:48,2018-12-12 13:42:50,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:42:50,2018-12-12 13:42:50,0.129s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:50,2018-12-12 13:42:52,2.002s,PASSED
acceptAlert,Chrome 71.0.3578.80,,2018-12-12 13:42:52,2018-12-12 13:42:52,0.022s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:42:52,2018-12-12 13:42:54,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:42:54,2018-12-12 13:42:54,0.106s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:42:54,2018-12-12 13:42:57,3.001s,PASSED
acceptAlert,Chrome 71.0.3578.80,,2018-12-12 13:42:57,2018-12-12 13:42:57,0.012s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:42:57,2018-12-12 13:43:00,3.000s,PASSED
acceptAlert,Chrome 71.0.3578.80,,2018-12-12 13:43:00,2018-12-12 13:43:00,0.013s,PASSED
Statement - java.lang.Thread.sleep(5000),Chrome 71.0.3578.80,,2018-12-12 13:43:00,2018-12-12 13:43:05,5.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:43:05,2018-12-12 13:43:08,2.344s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:43:08,2018-12-12 13:43:10,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:43:10,2018-12-12 13:43:11,1.532s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:43:11,2018-12-12 13:43:13,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:43:13,2018-12-12 13:43:13,0.137s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:43:13,2018-12-12 13:43:16,3.000s,PASSED
acceptAlert,Chrome 71.0.3578.80,,2018-12-12 13:43:16,2018-12-12 13:43:16,0.011s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:43:16,2018-12-12 13:43:19,3.002s,PASSED
acceptAlert,Chrome 71.0.3578.80,,2018-12-12 13:43:19,2018-12-12 13:43:19,0.011s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:43:19,2018-12-12 13:43:22,3.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:43:22,2018-12-12 13:43:24,1.649s,PASSED
,,,,,,
Test Cases/Examination/AddTest,Chrome 71.0.3578.80,,2018-12-12 13:43:24,2018-12-12 13:45:16,1m - 52.165s,FAILED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:43:24,2018-12-12 13:43:27,3.002s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-12 13:43:27,2018-12-12 13:43:28,0.276s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:43:28,2018-12-12 13:43:30,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:43:30,2018-12-12 13:43:32,2.017s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:43:32,2018-12-12 13:43:34,2.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:43:34,2018-12-12 13:43:35,1.810s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:43:35,2018-12-12 13:43:37,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:43:37,2018-12-12 13:43:39,1.537s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:43:39,2018-12-12 13:43:41,2.001s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-12 13:43:41,2018-12-12 13:43:41,0.246s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:43:41,2018-12-12 13:43:43,2.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:43:43,2018-12-12 13:43:43,0.104s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:43:43,2018-12-12 13:43:45,2.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:43:45,2018-12-12 13:43:45,0.127s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:43:45,2018-12-12 13:43:47,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:43:47,2018-12-12 13:43:48,0.143s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:43:48,2018-12-12 13:43:51,3.004s,PASSED
acceptAlert,Chrome 71.0.3578.80,,2018-12-12 13:43:51,2018-12-12 13:43:51,0.018s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:43:51,2018-12-12 13:43:54,3.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:43:54,2018-12-12 13:43:54,0.132s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:43:54,2018-12-12 13:43:56,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:43:56,2018-12-12 13:43:56,0.125s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:43:56,2018-12-12 13:43:58,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:43:58,2018-12-12 13:43:58,0.100s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:43:58,2018-12-12 13:44:00,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:44:00,2018-12-12 13:44:00,0.134s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:44:00,2018-12-12 13:44:03,3.000s,PASSED
acceptAlert,Chrome 71.0.3578.80,,2018-12-12 13:44:03,2018-12-12 13:44:03,0.013s,PASSED
Statement - java.lang.Thread.sleep(5000),Chrome 71.0.3578.80,,2018-12-12 13:44:03,2018-12-12 13:44:08,5.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:44:08,2018-12-12 13:44:10,2.075s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:44:10,2018-12-12 13:44:12,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:44:12,2018-12-12 13:44:12,0.132s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:44:12,2018-12-12 13:44:14,2.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:44:14,2018-12-12 13:44:14,0.173s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:44:14,2018-12-12 13:44:16,2.001s,PASSED
selectOptionByValue,Chrome 71.0.3578.80,,2018-12-12 13:44:16,2018-12-12 13:44:17,0.360s,PASSED
