Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Message,Chrome 71.0.3578.98,,2018-12-15 12:04:29,2018-12-15 12:07:07,2m - 37.881s,FAILED
,,,,,,
Test Cases/Message/SendMessageForAllUser,Chrome 71.0.3578.98,,2018-12-15 12:04:29,2018-12-15 12:05:06,36.784s,PASSED
callTestCase,Chrome 71.0.3578.98,,2018-12-15 12:04:30,2018-12-15 12:04:43,13.607s,PASSED
click,Chrome 71.0.3578.98,,2018-12-15 12:04:43,2018-12-15 12:04:44,1.130s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.98,,2018-12-15 12:04:44,2018-12-15 12:04:47,3.001s,PASSED
switchToWindowIndex,Chrome 71.0.3578.98,,2018-12-15 12:04:47,2018-12-15 12:04:47,0.015s,PASSED
Statement - title = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 71.0.3578.98,,2018-12-15 12:04:47,2018-12-15 12:04:47,0.010s,PASSED
verifyMatch,Chrome 71.0.3578.98,,2018-12-15 12:04:47,2018-12-15 12:04:47,0.002s,PASSED
click,Chrome 71.0.3578.98,,2018-12-15 12:04:47,2018-12-15 12:04:48,0.301s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 12:04:48,2018-12-15 12:04:50,2.002s,PASSED
click,Chrome 71.0.3578.98,,2018-12-15 12:04:50,2018-12-15 12:04:50,0.082s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 12:04:50,2018-12-15 12:04:52,2.001s,PASSED
setText,Chrome 71.0.3578.98,,2018-12-15 12:04:52,2018-12-15 12:04:52,0.265s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 12:04:52,2018-12-15 12:04:54,2.001s,PASSED
setText,Chrome 71.0.3578.98,,2018-12-15 12:04:54,2018-12-15 12:04:54,0.229s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 12:04:54,2018-12-15 12:04:56,2.001s,PASSED
uploadFile,Chrome 71.0.3578.98,,2018-12-15 12:04:56,2018-12-15 12:04:56,0.063s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.98,,2018-12-15 12:04:56,2018-12-15 12:04:59,3.002s,PASSED
click,Chrome 71.0.3578.98,,2018-12-15 12:04:59,2018-12-15 12:04:59,0.086s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 12:04:59,2018-12-15 12:05:01,2.000s,PASSED
setText,Chrome 71.0.3578.98,,2018-12-15 12:05:01,2018-12-15 12:05:02,0.454s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 12:05:02,2018-12-15 12:05:04,2.001s,PASSED
verifyTextPresent,Chrome 71.0.3578.98,,2018-12-15 12:05:04,2018-12-15 12:05:04,0.115s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 12:05:04,2018-12-15 12:05:06,2.001s,PASSED
,,,,,,
Test Cases/Message/SendMessageForBranch,Chrome 71.0.3578.98,,2018-12-15 12:05:06,2018-12-15 12:05:31,25.231s,PASSED
click,Chrome 71.0.3578.98,,2018-12-15 12:05:06,2018-12-15 12:05:07,1.073s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.98,,2018-12-15 12:05:07,2018-12-15 12:05:10,3.001s,PASSED
switchToWindowIndex,Chrome 71.0.3578.98,,2018-12-15 12:05:10,2018-12-15 12:05:10,0.012s,PASSED
Statement - title = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 71.0.3578.98,,2018-12-15 12:05:10,2018-12-15 12:05:10,0.015s,PASSED
verifyMatch,Chrome 71.0.3578.98,,2018-12-15 12:05:10,2018-12-15 12:05:10,0.002s,PASSED
click,Chrome 71.0.3578.98,,2018-12-15 12:05:10,2018-12-15 12:05:11,0.217s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 12:05:11,2018-12-15 12:05:13,2.002s,PASSED
setText,Chrome 71.0.3578.98,,2018-12-15 12:05:13,2018-12-15 12:05:13,0.126s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 12:05:13,2018-12-15 12:05:15,2.002s,PASSED
click,Chrome 71.0.3578.98,,2018-12-15 12:05:15,2018-12-15 12:05:15,0.073s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-15 12:05:15,2018-12-15 12:05:17,2.001s,PASSED
