Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Category,Chrome 70.0.3538.77,,2018-11-09 09:35:37,2018-11-09 09:37:03,1m - 25.924s,FAILED
,,,,,,
Test Cases/Category/AddCategory,Chrome 70.0.3538.77,,2018-11-09 09:35:37,2018-11-09 09:36:12,34.323s,PASSED
callTestCase,Chrome 70.0.3538.77,,2018-11-09 09:35:38,2018-11-09 09:35:44,6.070s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:35:44,2018-11-09 09:35:48,4.296s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:35:48,2018-11-09 09:35:50,2.008s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:35:50,2018-11-09 09:35:50,0.114s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:35:50,2018-11-09 09:35:52,2.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:35:52,2018-11-09 09:35:52,0.118s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:35:52,2018-11-09 09:35:54,2.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:35:54,2018-11-09 09:35:55,0.064s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:35:55,2018-11-09 09:35:57,2.001s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-09 09:35:57,2018-11-09 09:35:57,0.241s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:35:57,2018-11-09 09:35:59,2.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:35:59,2018-11-09 09:35:59,0.150s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:35:59,2018-11-09 09:36:01,2.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:36:01,2018-11-09 09:36:01,0.071s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:01,2018-11-09 09:36:03,2.001s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-09 09:36:03,2018-11-09 09:36:03,0.225s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:03,2018-11-09 09:36:05,2.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:36:05,2018-11-09 09:36:05,0.094s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:05,2018-11-09 09:36:07,2.001s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-09 09:36:07,2018-11-09 09:36:08,0.319s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:08,2018-11-09 09:36:10,2.001s,PASSED
verifyTextPresent,Chrome 70.0.3538.77,,2018-11-09 09:36:10,2018-11-09 09:36:10,0.105s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:10,2018-11-09 09:36:12,2.000s,PASSED
,,,,,,
Test Cases/Category/EditCategory,Chrome 70.0.3538.77,,2018-11-09 09:36:12,2018-11-09 09:36:41,29.111s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:12,2018-11-09 09:36:14,2.001s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-09 09:36:14,2018-11-09 09:36:14,0.276s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:14,2018-11-09 09:36:16,2.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:36:16,2018-11-09 09:36:17,0.974s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:17,2018-11-09 09:36:19,2.002s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:36:19,2018-11-09 09:36:20,1.133s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:20,2018-11-09 09:36:22,2.002s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-09 09:36:22,2018-11-09 09:36:23,0.328s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:23,2018-11-09 09:36:25,2.002s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:36:25,2018-11-09 09:36:26,0.969s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:26,2018-11-09 09:36:28,2.001s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-09 09:36:28,2018-11-09 09:36:28,0.264s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:28,2018-11-09 09:36:30,2.000s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:36:30,2018-11-09 09:36:30,0.102s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:30,2018-11-09 09:36:32,2.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:36:32,2018-11-09 09:36:32,0.077s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:32,2018-11-09 09:36:34,2.001s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-09 09:36:34,2018-11-09 09:36:34,0.180s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:34,2018-11-09 09:36:36,2.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:36:36,2018-11-09 09:36:36,0.088s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:36,2018-11-09 09:36:38,2.001s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-09 09:36:38,2018-11-09 09:36:39,0.396s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:39,2018-11-09 09:36:41,2.001s,PASSED
verifyTextPresent,Chrome 70.0.3538.77,,2018-11-09 09:36:41,2018-11-09 09:36:41,0.088s,PASSED
,,,,,,
Test Cases/Category/DeleteCategory,Chrome 70.0.3538.77,,2018-11-09 09:36:41,2018-11-09 09:36:52,11.337s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:41,2018-11-09 09:36:43,2.001s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-09 09:36:43,2018-11-09 09:36:44,0.453s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:44,2018-11-09 09:36:46,2.002s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:36:46,2018-11-09 09:36:46,0.089s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:46,2018-11-09 09:36:48,2.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:36:48,2018-11-09 09:36:48,0.113s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:48,2018-11-09 09:36:50,2.001s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-09 09:36:50,2018-11-09 09:36:50,0.386s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:50,2018-11-09 09:36:52,2.000s,PASSED
verifyTextNotPresent,Chrome 70.0.3538.77,,2018-11-09 09:36:52,2018-11-09 09:36:52,0.088s,PASSED
,,,,,,
Test Cases/Category/AssignCouseAndUser,Chrome 70.0.3538.77,,2018-11-09 09:36:52,2018-11-09 09:37:02,9.841s,FAILED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:52,2018-11-09 09:36:54,2.001s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-09 09:36:54,2018-11-09 09:36:55,0.169s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:55,2018-11-09 09:36:57,2.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:36:57,2018-11-09 09:36:58,0.922s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:36:58,2018-11-09 09:37:00,2.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:37:00,2018-11-09 09:37:00,0.097s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 09:37:00,2018-11-09 09:37:02,2.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 09:37:02,2018-11-09 09:37:02,0.362s,FAILED
