Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Category,Chrome 70.0.3538.77,,2018-11-09 08:47:38,2018-11-09 08:49:20,1m - 41.519s,FAILED
,,,,,,
Test Cases/Category/AddCategory,Chrome 70.0.3538.77,,2018-11-09 08:47:39,2018-11-09 08:48:11,31.990s,PASSED
callTestCase,Chrome 70.0.3538.77,,2018-11-09 08:47:39,2018-11-09 08:47:46,7.064s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 08:47:46,2018-11-09 08:47:51,4.690s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 08:47:51,2018-11-09 08:47:53,2.010s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 08:47:53,2018-11-09 08:47:53,0.145s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 08:47:53,2018-11-09 08:47:55,2.000s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-09 08:47:55,2018-11-09 08:47:55,0.388s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 08:47:55,2018-11-09 08:47:57,2.002s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 08:47:57,2018-11-09 08:47:57,0.195s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 08:47:57,2018-11-09 08:47:59,2.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 08:47:59,2018-11-09 08:48:00,0.164s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 08:48:00,2018-11-09 08:48:02,2.001s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-09 08:48:02,2018-11-09 08:48:02,0.244s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 08:48:02,2018-11-09 08:48:04,2.000s,PASSED
click,Chrome 70.0.3538.77,,2018-11-09 08:48:04,2018-11-09 08:48:04,0.103s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.77,,2018-11-09 08:48:04,2018-11-09 08:48:06,2.002s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-09 08:48:06,2018-11-09 08:48:06,0.416s,PASSED
