Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login,Chrome 69.0.3497.100,,2018-09-28 16:38:32,2018-09-28 16:38:49,17.004s,PASSED
,,,,,,
Test Cases/Login,Chrome 69.0.3497.100,,2018-09-28 16:38:33,2018-09-28 16:38:40,7.307s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-28 16:38:33,2018-09-28 16:38:37,4.207s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-09-28 16:38:37,2018-09-28 16:38:38,0.897s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-28 16:38:38,2018-09-28 16:38:39,0.340s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-28 16:38:39,2018-09-28 16:38:39,0.238s,PASSED
click,Chrome 69.0.3497.100,,2018-09-28 16:38:39,2018-09-28 16:38:39,0.220s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-28 16:38:39,2018-09-28 16:38:40,0.806s,PASSED
,,,,,,
Test Cases/Register,Chrome 69.0.3497.100,,2018-09-28 16:38:40,2018-09-28 16:38:48,8.024s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-28 16:38:40,2018-09-28 16:38:42,1.971s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-09-28 16:38:42,2018-09-28 16:38:43,0.702s,PASSED
click,Chrome 69.0.3497.100,,2018-09-28 16:38:43,2018-09-28 16:38:44,0.701s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-28 16:38:44,2018-09-28 16:38:44,0.211s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-28 16:38:44,2018-09-28 16:38:44,0.200s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-28 16:38:44,2018-09-28 16:38:44,0.190s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-28 16:38:44,2018-09-28 16:38:44,0.217s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-28 16:38:44,2018-09-28 16:38:45,0.239s,PASSED
click,Chrome 69.0.3497.100,,2018-09-28 16:38:45,2018-09-28 16:38:45,0.110s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 69.0.3497.100,,2018-09-28 16:38:45,2018-09-28 16:38:48,3.007s,PASSED
verifyTextPresent,Chrome 69.0.3497.100,,2018-09-28 16:38:48,2018-09-28 16:38:48,0.135s,PASSED
