Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LearningPath,Chrome 71.0.3578.98,,2018-12-14 15:35:30,2018-12-14 15:40:59,5m - 29.349s,PASSED
,,,,,,
Test Cases/LearningPath/AddLeaningNotFrequent,Chrome 71.0.3578.98,,2018-12-14 15:35:31,2018-12-14 15:36:49,1m - 18.433s,PASSED
callTestCase,Chrome 71.0.3578.98,,2018-12-14 15:35:32,2018-12-14 15:35:42,10.298s,PASSED
maximizeWindow,Chrome 71.0.3578.98,,2018-12-14 15:35:42,2018-12-14 15:35:43,1.400s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 15:35:43,2018-12-14 15:35:47,3.530s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 15:35:47,2018-12-14 15:35:49,2.010s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 15:35:49,2018-12-14 15:35:50,1.559s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 15:35:50,2018-12-14 15:35:52,2.001s,PASSED
setText,Chrome 71.0.3578.98,,2018-12-14 15:35:52,2018-12-14 15:35:54,1.138s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 15:35:54,2018-12-14 15:35:56,2.002s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 15:35:56,2018-12-14 15:35:56,0.179s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 15:35:56,2018-12-14 15:35:58,2.001s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 15:35:58,2018-12-14 15:35:58,0.129s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 15:35:58,2018-12-14 15:36:00,2.001s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 15:36:00,2018-12-14 15:36:00,0.137s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 15:36:00,2018-12-14 15:36:02,2.002s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 15:36:02,2018-12-14 15:36:02,0.137s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 15:36:02,2018-12-14 15:36:04,2.000s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 15:36:04,2018-12-14 15:36:04,0.183s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 15:36:04,2018-12-14 15:36:06,2.001s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 15:36:06,2018-12-14 15:36:07,0.126s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 15:36:07,2018-12-14 15:36:09,2.001s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 15:36:09,2018-12-14 15:36:09,0.145s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 15:36:09,2018-12-14 15:36:11,2.000s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 15:36:11,2018-12-14 15:36:11,0.155s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 15:36:11,2018-12-14 15:36:13,2.000s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 15:36:13,2018-12-14 15:36:13,0.166s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 15:36:13,2018-12-14 15:36:15,2.000s,PASSED
setText,Chrome 71.0.3578.98,,2018-12-14 15:36:15,2018-12-14 15:36:15,0.280s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 15:36:15,2018-12-14 15:36:17,2.001s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 15:36:17,2018-12-14 15:36:17,0.169s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 15:36:17,2018-12-14 15:36:19,2.001s,PASSED
setText,Chrome 71.0.3578.98,,2018-12-14 15:36:19,2018-12-14 15:36:20,0.502s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 15:36:20,2018-12-14 15:36:22,2.002s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 15:36:22,2018-12-14 15:36:23,0.805s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 15:36:23,2018-12-14 15:36:25,2.003s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 15:36:25,2018-12-14 15:36:25,0.116s,PASSED
