Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LearningPath,Chrome 71.0.3578.98,,2018-12-14 11:00:26,2018-12-14 11:02:46,2m - 20.446s,FAILED
,,,,,,
Test Cases/LearningPath/LearnLearningPath,Chrome 71.0.3578.98,,2018-12-14 11:00:27,2018-12-14 11:02:45,2m - 18.352s,FAILED
callTestCase,Chrome 71.0.3578.98,,2018-12-14 11:00:27,2018-12-14 11:00:38,10.216s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 11:00:38,2018-12-14 11:00:40,2.008s,PASSED
maximizeWindow,Chrome 71.0.3578.98,,2018-12-14 11:00:40,2018-12-14 11:00:41,1.168s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 11:00:41,2018-12-14 11:00:43,2.001s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 11:00:43,2018-12-14 11:00:44,1.577s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 11:00:44,2018-12-14 11:00:46,2.002s,PASSED
setText,Chrome 71.0.3578.98,,2018-12-14 11:00:46,2018-12-14 11:00:47,0.717s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 11:00:47,2018-12-14 11:00:49,2.002s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 11:00:49,2018-12-14 11:00:51,1.358s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 11:00:51,2018-12-14 11:00:53,2.002s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 11:00:53,2018-12-14 11:00:53,0.187s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 11:00:53,2018-12-14 11:00:55,2.001s,PASSED
switchToWindowTitle,Chrome 71.0.3578.98,,2018-12-14 11:00:55,2018-12-14 11:00:56,1.218s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 11:00:56,2018-12-14 11:00:58,2.002s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 11:00:58,2018-12-14 11:00:59,0.834s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 11:00:59,2018-12-14 11:01:01,2.002s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 11:01:01,2018-12-14 11:01:01,0.146s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 11:01:01,2018-12-14 11:01:03,2.001s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 11:01:03,2018-12-14 11:01:04,0.921s,PASSED
Statement - java.lang.Thread.sleep(10000),Chrome 71.0.3578.98,,2018-12-14 11:01:04,2018-12-14 11:01:14,10.001s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 11:01:14,2018-12-14 11:01:15,1.030s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 11:01:15,2018-12-14 11:01:17,2.002s,PASSED
setText,Chrome 71.0.3578.98,,2018-12-14 11:01:17,2018-12-14 11:01:18,0.730s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 11:01:18,2018-12-14 11:01:20,2.001s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 11:01:20,2018-12-14 11:01:21,1.133s,PASSED
Statement - java.lang.Thread.sleep(10000),Chrome 71.0.3578.98,,2018-12-14 11:01:21,2018-12-14 11:01:31,10.001s,PASSED
refresh,Chrome 71.0.3578.98,,2018-12-14 11:01:31,2018-12-14 11:01:32,0.872s,PASSED
Statement - java.lang.Thread.sleep(5000),Chrome 71.0.3578.98,,2018-12-14 11:01:32,2018-12-14 11:01:37,5.001s,PASSED
click,Chrome 71.0.3578.98,,2018-12-14 11:01:37,2018-12-14 11:01:37,0.185s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.98,,2018-12-14 11:01:37,2018-12-14 11:01:39,2.001s,PASSED
switchToWindowTitle,Chrome 71.0.3578.98,,2018-12-14 11:01:39,2018-12-14 11:01:40,1.209s,PASSED
