Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Exam,Chrome 71.0.3578.80,,2018-12-12 13:55:32,2018-12-12 14:01:42,6m - 9.278s,FAILED
,,,,,,
Test Cases/Examination/AddExam,Chrome 71.0.3578.80,,2018-12-12 13:55:33,2018-12-12 13:56:26,52.770s,PASSED
callTestCase,Chrome 71.0.3578.80,,2018-12-12 13:55:34,2018-12-12 13:55:47,13.083s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:55:47,2018-12-12 13:56:04,17.166s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:56:04,2018-12-12 13:56:06,2.008s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:56:06,2018-12-12 13:56:11,4.850s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:56:11,2018-12-12 13:56:13,2.000s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-12 13:56:13,2018-12-12 13:56:13,0.316s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:56:13,2018-12-12 13:56:15,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:56:15,2018-12-12 13:56:15,0.124s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:56:15,2018-12-12 13:56:17,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:56:17,2018-12-12 13:56:17,0.133s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:56:17,2018-12-12 13:56:19,2.002s,PASSED
acceptAlert,Chrome 71.0.3578.80,,2018-12-12 13:56:19,2018-12-12 13:56:19,0.039s,PASSED
Statement - java.lang.Thread.sleep(4000),Chrome 71.0.3578.80,,2018-12-12 13:56:19,2018-12-12 13:56:23,4.001s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-12 13:56:23,2018-12-12 13:56:24,0.287s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:56:24,2018-12-12 13:56:26,2.001s,PASSED
verifyTextPresent,Chrome 71.0.3578.80,,2018-12-12 13:56:26,2018-12-12 13:56:26,0.104s,PASSED
,,,,,,
Test Cases/Examination/EditExam,Chrome 71.0.3578.80,,2018-12-12 13:56:26,2018-12-12 13:58:05,1m - 39.675s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:56:26,2018-12-12 13:56:35,8.852s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:56:35,2018-12-12 13:56:37,2.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:56:37,2018-12-12 13:56:39,1.854s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:56:39,2018-12-12 13:56:41,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:56:41,2018-12-12 13:56:41,0.163s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:56:41,2018-12-12 13:56:43,2.001s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-12 13:56:43,2018-12-12 13:56:43,0.251s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:56:43,2018-12-12 13:56:45,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:56:45,2018-12-12 13:56:45,0.124s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:56:45,2018-12-12 13:56:47,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:56:47,2018-12-12 13:56:47,0.136s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:56:47,2018-12-12 13:56:49,2.000s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-12 13:56:49,2018-12-12 13:56:50,0.373s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:56:50,2018-12-12 13:56:52,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:56:52,2018-12-12 13:56:52,0.087s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:56:52,2018-12-12 13:56:54,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:56:54,2018-12-12 13:56:54,0.123s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:56:54,2018-12-12 13:56:56,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:56:56,2018-12-12 13:56:56,0.159s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:56:56,2018-12-12 13:56:58,2.001s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-12 13:56:58,2018-12-12 13:56:59,0.366s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:56:59,2018-12-12 13:57:02,3.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:57:02,2018-12-12 13:57:02,0.105s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:57:02,2018-12-12 13:57:04,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:57:04,2018-12-12 13:57:04,0.141s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:57:04,2018-12-12 13:57:06,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:57:06,2018-12-12 13:57:06,0.122s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:57:06,2018-12-12 13:57:08,2.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:57:08,2018-12-12 13:57:08,0.105s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:57:08,2018-12-12 13:57:10,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:57:10,2018-12-12 13:57:10,0.158s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:57:10,2018-12-12 13:57:12,2.001s,PASSED
acceptAlert,Chrome 71.0.3578.80,,2018-12-12 13:57:12,2018-12-12 13:57:12,0.010s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:57:12,2018-12-12 13:57:14,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:57:14,2018-12-12 13:57:14,0.105s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:57:14,2018-12-12 13:57:17,3.001s,PASSED
acceptAlert,Chrome 71.0.3578.80,,2018-12-12 13:57:17,2018-12-12 13:57:17,0.009s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:57:17,2018-12-12 13:57:20,3.001s,PASSED
acceptAlert,Chrome 71.0.3578.80,,2018-12-12 13:57:20,2018-12-12 13:57:20,0.016s,PASSED
Statement - java.lang.Thread.sleep(10000),Chrome 71.0.3578.80,,2018-12-12 13:57:20,2018-12-12 13:57:30,10.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:57:30,2018-12-12 13:57:35,4.972s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:57:35,2018-12-12 13:57:37,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:57:37,2018-12-12 13:57:39,1.828s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:57:39,2018-12-12 13:57:41,2.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:57:41,2018-12-12 13:57:41,0.142s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:57:41,2018-12-12 13:57:44,3.001s,PASSED
acceptAlert,Chrome 71.0.3578.80,,2018-12-12 13:57:44,2018-12-12 13:57:44,0.010s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:57:44,2018-12-12 13:57:47,3.001s,PASSED
acceptAlert,Chrome 71.0.3578.80,,2018-12-12 13:57:47,2018-12-12 13:57:47,0.019s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:57:47,2018-12-12 13:57:50,3.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:57:50,2018-12-12 13:58:05,15.088s,PASSED
,,,,,,
Test Cases/Examination/AddTest,Chrome 71.0.3578.80,,2018-12-12 13:58:05,2018-12-12 13:59:39,1m - 33.209s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:58:06,2018-12-12 13:58:09,3.006s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-12 13:58:09,2018-12-12 13:58:09,0.426s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:58:09,2018-12-12 13:58:11,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:58:11,2018-12-12 13:58:13,1.933s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:58:13,2018-12-12 13:58:15,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:58:15,2018-12-12 13:58:18,2.853s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:58:18,2018-12-12 13:58:20,2.004s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:58:20,2018-12-12 13:58:22,1.795s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:58:22,2018-12-12 13:58:24,2.002s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-12 13:58:24,2018-12-12 13:58:24,0.243s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:58:24,2018-12-12 13:58:26,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:58:26,2018-12-12 13:58:26,0.113s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:58:26,2018-12-12 13:58:28,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:58:28,2018-12-12 13:58:28,0.118s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:58:28,2018-12-12 13:58:30,2.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:58:30,2018-12-12 13:58:31,0.107s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:58:31,2018-12-12 13:58:34,3.000s,PASSED
acceptAlert,Chrome 71.0.3578.80,,2018-12-12 13:58:34,2018-12-12 13:58:34,0.012s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:58:34,2018-12-12 13:58:37,3.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:58:37,2018-12-12 13:58:37,0.119s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:58:37,2018-12-12 13:58:39,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:58:39,2018-12-12 13:58:39,0.138s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:58:39,2018-12-12 13:58:41,2.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:58:41,2018-12-12 13:58:41,0.093s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:58:41,2018-12-12 13:58:43,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:58:43,2018-12-12 13:58:43,0.106s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-12 13:58:43,2018-12-12 13:58:46,3.001s,PASSED
acceptAlert,Chrome 71.0.3578.80,,2018-12-12 13:58:46,2018-12-12 13:58:46,0.013s,PASSED
Statement - java.lang.Thread.sleep(5000),Chrome 71.0.3578.80,,2018-12-12 13:58:46,2018-12-12 13:58:51,5.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:58:51,2018-12-12 13:58:54,2.460s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:58:54,2018-12-12 13:58:56,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:58:56,2018-12-12 13:58:56,0.139s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:58:56,2018-12-12 13:58:58,2.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-12 13:58:58,2018-12-12 13:58:58,0.140s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-12 13:58:58,2018-12-12 13:59:00,2.001s,PASSED
selectOptionByValue,Chrome 71.0.3578.80,,2018-12-12 13:59:00,2018-12-12 13:59:00,0.438s,PASSED
