Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Exam,Chrome 71.0.3578.80,,2018-12-13 14:47:16,2018-12-13 14:48:55,1m - 38.824s,PASSED
,,,,,,
Test Cases/Examination/MarkTest,Chrome 71.0.3578.80,,2018-12-13 14:47:17,2018-12-13 14:48:08,50.119s,PASSED
callTestCase,Chrome 71.0.3578.80,,2018-12-13 14:47:18,2018-12-13 14:47:29,10.653s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:47:29,2018-12-13 14:47:34,5.074s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 71.0.3578.80,,2018-12-13 14:47:34,2018-12-13 14:47:37,3.012s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-13 14:47:37,2018-12-13 14:47:38,0.573s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:47:38,2018-12-13 14:47:40,2.003s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:47:40,2018-12-13 14:47:42,2.763s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:47:42,2018-12-13 14:47:44,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:47:44,2018-12-13 14:47:46,1.582s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:47:46,2018-12-13 14:47:48,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:47:48,2018-12-13 14:47:49,1.047s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:47:49,2018-12-13 14:47:51,2.003s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:47:51,2018-12-13 14:47:52,1.159s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:47:52,2018-12-13 14:47:54,2.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:47:54,2018-12-13 14:47:54,0.225s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:47:54,2018-12-13 14:47:56,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:47:56,2018-12-13 14:47:57,0.138s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:47:57,2018-12-13 14:47:59,2.001s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-13 14:47:59,2018-12-13 14:47:59,0.234s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:47:59,2018-12-13 14:48:01,2.002s,PASSED
setText,Chrome 71.0.3578.80,,2018-12-13 14:48:01,2018-12-13 14:48:01,0.327s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:01,2018-12-13 14:48:03,2.000s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:03,2018-12-13 14:48:03,0.170s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:03,2018-12-13 14:48:05,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:05,2018-12-13 14:48:08,2.183s,PASSED
,,,,,,
Test Cases/Examination/ReportExam,Chrome 71.0.3578.80,,2018-12-13 14:48:08,2018-12-13 14:48:54,46.245s,PASSED
Statement - java.lang.Thread.sleep(4000),Chrome 71.0.3578.80,,2018-12-13 14:48:08,2018-12-13 14:48:12,4.013s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:12,2018-12-13 14:48:13,1.353s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:13,2018-12-13 14:48:15,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:15,2018-12-13 14:48:16,1.083s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:16,2018-12-13 14:48:18,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:18,2018-12-13 14:48:20,1.312s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:20,2018-12-13 14:48:22,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:22,2018-12-13 14:48:23,1.150s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:23,2018-12-13 14:48:25,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:25,2018-12-13 14:48:25,0.169s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:25,2018-12-13 14:48:27,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:27,2018-12-13 14:48:28,1.111s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:28,2018-12-13 14:48:30,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:30,2018-12-13 14:48:30,0.170s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:30,2018-12-13 14:48:32,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:32,2018-12-13 14:48:32,0.181s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:32,2018-12-13 14:48:34,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:34,2018-12-13 14:48:36,1.889s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:36,2018-12-13 14:48:38,2.002s,PASSED
back,Chrome 71.0.3578.80,,2018-12-13 14:48:38,2018-12-13 14:48:39,0.341s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:39,2018-12-13 14:48:41,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:41,2018-12-13 14:48:41,0.170s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:41,2018-12-13 14:48:43,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:43,2018-12-13 14:48:43,0.168s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:43,2018-12-13 14:48:45,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:45,2018-12-13 14:48:45,0.142s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:45,2018-12-13 14:48:47,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:47,2018-12-13 14:48:47,0.176s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:47,2018-12-13 14:48:49,2.002s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:49,2018-12-13 14:48:50,0.221s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:50,2018-12-13 14:48:52,2.001s,PASSED
click,Chrome 71.0.3578.80,,2018-12-13 14:48:52,2018-12-13 14:48:52,0.179s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 71.0.3578.80,,2018-12-13 14:48:52,2018-12-13 14:48:54,2.002s,PASSED
